Score,8e720686372c5037f30b4fc7b1c71d48,b4b41b2ff14427e5715cb9bee06d4602,fb0e505b8bd19a34f1f80b8e020e7856,f8443057c188f6c9cfb711ff3d4aa6ff,8530c911b75ab1b276042043d118a875,6add7e416c1126607afeb2666af330ac,fb51311320bb42bdb893249998a77f40,479b1413f8bd1d6fc0723856ffca9792,61069e0e3339af80000b774a041b7d96,761651d4b6454108403bdefe22720fb3
1621.9975163936615,244.73018741607666,46.90455412864685,49.2838032245636,53.35498785972595,102.62084794044495,119.83005046844482,144.51504158973694,282.72880268096924,276.4059762954712,301.6232647895813
1873.8360919952393,10.674390077590942,60.389426469802856,74.77252006530762,111.53697371482849,93.30177474021912,101.43107509613037,122.60026979446411,467.06935811042786,293.02285981178284,539.0374441146851
1482.369160413742,7.5334742069244385,51.01668357849121,60.99989366531372,59.993706464767456,92.74594831466675,81.57781887054443,126.15628719329834,344.6295187473297,261.6981921195984,396.0176372528076
1882.3678822517395,10.224638223648071,60.84027886390686,74.85192465782166,113.4096462726593,92.8299994468689,103.32932114601135,123.11646747589111,473.99797797203064,298.9231903553009,530.8444378376007
1579.0975937843323,26.366941928863525,54.024824142456055,54.8698844909668,79.5359890460968,86.7580213546753,104.34120440483093,148.95521545410156,282.81476616859436,327.60265374183655,413.8280930519104
2216.038206100464,3.1347923278808594,83.10751152038574,96.14204216003418,109.42062306404114,152.99533677101135,162.68145966529846,174.73259115219116,519.5962302684784,386.7395272254944,527.4880919456482
1800.2861440181732,11.806455373764038,53.936915159225464,59.2410192489624,88.26923871040344,97.21813440322876,112.8170518875122,132.786066532135,424.9837284088135,373.47820115089417,445.74933314323425
7267.813925504684,3600,102.96869015693665,86.50469493865967,127.26514720916748,257.6285057067871,215.59185600280762,312.88019609451294,942.8248188495636,725.5407071113586,896.6093094348907
7814.097075223923,3600,106.09339880943298,144.73065662384033,196.18761944770813,233.74382400512695,220.9998733997345,302.9211640357971,885.3514869213104,794.6052353382111,1329.4638166427612
1418.0042896270752,1.2321515083312988,51.456156492233276,51.15825152397156,65.69064092636108,85.87949323654175,102.94142293930054,121.63540387153625,336.1501839160919,236.21230936050415,365.64827585220337
1490.7122280597687,7.620439291000366,51.35490942001343,61.276965618133545,60.8344202041626,92.74379205703735,81.22302579879761,126.58187556266785,343.0131103992462,261.1878092288971,404.8758804798126
2896.3875484466553,168.15121746063232,100.82239365577698,89.53213453292847,138.89973282814026,127.08791089057922,129.67834329605103,183.6802430152893,739.4629347324371,415.36510467529297,803.7075333595276
1796.4646110534668,5.736582040786743,61.631596088409424,59.03293800354004,81.41677045822144,75.39462208747864,96.09040760993958,132.62453961372375,387.3612596988678,365.29183626174927,531.8840591907501
2512.7603254318237,12.678951978683472,110.5096549987793,78.2985851764679,112.10685348510742,168.91397356987,136.47159957885742,250.36355829238892,446.99380826950073,410.4447457790375,785.9785943031311
2045.008626461029,21.078803300857544,58.85982942581177,76.88006162643433,106.8602945804596,107.06914138793945,126.30014657974243,156.00910234451294,487.5302484035492,300.9890863895416,603.4319124221802
2014.5949988365173,15.392729997634888,59.87178921699524,75.57707095146179,99.18760466575623,128.94854927062988,131.1680943965912,153.498051404953,459.70433831214905,318.509361743927,572.7374088764191
2134.673938035965,39.869773864746094,60.81034779548645,72.47275066375732,99.54564905166626,105.2562050819397,103.46847105026245,166.54655385017395,556.5958781242371,353.3054721355438,576.8028364181519
2168.828583240509,5.734652757644653,62.474958658218384,81.2179172039032,118.60193037986755,103.70271944999695,103.39361906051636,157.98060607910156,569.4697935581207,357.80194783210754,608.4504382610321
2211.010212659836,2.824364185333252,57.60954475402832,80.70489311218262,98.45532727241516,109.38037085533142,135.36581754684448,151.69067525863647,557.7619247436523,356.16777634620667,661.0495185852051
2230.7378780841827,66.70243954658508,63.24581980705261,73.08216381072998,92.23597264289856,104.9848964214325,113.14124822616577,185.08901715278625,532.2727437019348,419.49469113349915,580.488885641098
1764.5630059242249,4.909956693649292,53.25192213058472,64.8629879951477,94.02682185173035,95.33522510528564,96.19143962860107,120.49711871147156,445.968834400177,288.3067524433136,501.2119469642639
36000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
1599.1491522789001,17.51602792739868,58.96329736709595,57.11617136001587,68.99554228782654,104.6227674484253,117.46374797821045,138.63183689117432,306.9248080253601,316.87283754348755,412.0421154499054
26363.122470378876,482.79669666290283,1152.0829093456268,1644.595079421997,1483.647784948349,3600,3600,3600,3600,3600,3600
1439.538958311081,3.457753896713257,53.62204837799072,60.291748046875,68.04475450515747,86.38694500923157,91.29857802391052,138.8520700931549,234.2746286392212,248.52272081375122,454.7877109050751
1938.9795072078705,4.464123964309692,58.61286640167236,67.69323754310608,83.21367764472961,120.85564970970154,122.57834506034851,197.56180834770203,450.4930474758148,321.98671793937683,511.520033121109
1748.1421194076538,3.894334077835083,66.93521690368652,68.56156182289124,67.97929835319519,111.02821779251099,144.79192805290222,172.68978452682495,394.93057203292847,337.56759786605835,379.7636079788208
1478.4169006347656,7.449936866760254,51.32825970649719,58.732683181762695,60.320637941360474,92.70879220962524,82.56154990196228,126.37454724311829,337.11272716522217,263.2603988647461,398.56736755371094
2075.2077798843384,5.580238342285156,66.0849781036377,65.9589512348175,81.05571389198303,124.66780233383179,129.8733949661255,210.70224118232727,495.3152029514313,322.20632553100586,573.7629313468933
1449.2363884449005,5.53979754447937,39.54130816459656,46.2901291847229,45.82593894004822,107.19726514816284,87.61788201332092,137.48226189613342,351.3549201488495,268.23102021217346,360.15586519241333
2744.898546218872,6.516158580780029,94.43830680847168,75.6723952293396,85.68999552726746,147.13842344284058,146.5088131427765,272.6403875350952,622.9599652290344,589.7153232097626,703.618777513504
1178.2940242290497,1.7229888439178467,41.66675567626953,45.40227651596069,42.451855182647705,91.28950786590576,91.53439235687256,129.881831407547,285.36316680908203,213.25379037857056,235.727459192276
1407.5588312149048,1.5215260982513428,40.09212875366211,42.06658411026001,60.55094289779663,75.52136421203613,86.08624029159546,130.97454285621643,311.6880478858948,274.5017364025116,384.5557177066803
4305.515899896622,24.941715717315674,123.06776905059814,209.6012077331543,126.91101121902466,370.36033177375793,216.93696546554565,359.4287555217743,1070.5665218830109,980.4932897090912,823.208331823349
1313.5523357391357,1.8371622562408447,35.55116057395935,35.27046847343445,49.6290488243103,77.39976191520691,87.67783093452454,112.75979256629944,307.178014755249,246.74953269958496,359.4995627403259
2110.2844200134277,6.303237676620483,63.61938309669495,79.43028831481934,100.3934724330902,107.90525388717651,126.41016507148744,165.04061007499695,463.926109790802,412.42619347572327,584.8297061920166
